"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GO.Term","GO.Slim.Term","Cat","gene","uniprot","uniprot_taxa.id","uniprot.name","TP"
"160","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","negative regulation of BMP signaling pathway","signal transduction","P","PGEN_.00g204470; PGEN_.00g116670; PGEN_.00g348700; PGEN_.00g242340; PGEN_.00g336990","P41221; O88307; Q9UPN9; Q01705; Q9UPN9","WNT5A_HUMAN; SORL_MOUSE; TRI33_HUMAN; NOTC1_MOUSE; TRI33_HUMAN","Protein Wnt-5a; Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA); E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33); Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]; E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)","Day135"
"161","GO:0060392",0.0407187379835152,0.996883734823025,2,6,"negative regulation of SMAD protein signal transduction","BP","negative regulation of SMAD protein nuclear translocation","signal transduction","P","PGEN_.00g051430; PGEN_.00g303240","Q2HJF4; Q66K08","PBLD_BOVIN; CILP1_MOUSE","Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-); Cartilage intermediate layer protein 1 (CILP-1) [Cleaved into: Cartilage intermediate layer protein 1 C1; Cartilage intermediate layer protein 1 C2]","Day135"
"162","GO:0070495",0.0417375463199372,1,1,1,"negative regulation of thrombin-activated receptor signaling pathway","BP","negative regulation of thrombin receptor signaling pathway","signal transduction","P","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)","Day135"
"163","GO:0045744",0.0458060243760459,0.996543795403267,2,5,"negative regulation of G protein-coupled receptor signaling pathway","BP","negative regulation of G-protein coupled receptor protein signaling pathway","signal transduction","P","PGEN_.00g259150; PGEN_.00g173900","O08774; Q8CG73","RGS12_RAT; FTM_MOUSE","Regulator of G-protein signaling 12 (RGS12); Protein fantom (Nephrocystin-8) (RPGR-interacting protein 1-like protein) (RPGRIP1-like protein)","Day135"
"164","GO:0010753",0.0467660896694147,0.992197060122448,3,15,"positive regulation of cGMP-mediated signaling","BP","positive regulation of cGMP-mediated signaling","signal transduction","P","PGEN_.00g164020; PGEN_.00g148340; PGEN_.00g278670","P16066; P16066; P18293","ANPRA_HUMAN; ANPRA_HUMAN; ANPRA_MOUSE","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)","Day135"
"165","GO:0045088",0.00641509390882176,0.99923664980398,4,16,"regulation of innate immune response","BP","regulation of innate immune response","stress response","P","PGEN_.00g263790; PGEN_.00g272660; PGEN_.00g302590; PGEN_.00g022920","Q9I926; Q13490; Q9I925; Q502K2","FUCL6_ANGJA; BIRC2_HUMAN; FUCL7_ANGJA; SAMH1_DANRE","Fucolectin-6; Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2); Fucolectin-7; Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)","Day135"
"166","GO:0010185",0.0258264548613731,0.998579196530525,2,5,"regulation of cellular defense response","BP","regulation of cellular defense response","stress response","P","PGEN_.00g263790; PGEN_.00g302590","Q9I926; Q9I925","FUCL6_ANGJA; FUCL7_ANGJA","Fucolectin-6; Fucolectin-7","Day135"
"167","GO:0070417",0.0284777425665183,0.998208621088491,2,6,"cellular response to cold","BP","cellular response to cold","stress response","P","PGEN_.00g277910; PGEN_.00g236120","Q61165; Q27968","SL9A1_MOUSE; DNJC3_BOVIN","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)","Day135"
"168","GO:0050729",0.0356486737688707,0.992488112695054,4,23,"positive regulation of inflammatory response","BP","positive regulation of inflammatory response","stress response","P","PGEN_.00g204470; PGEN_.00g279490; PGEN_.00g003430; PGEN_.00g101290","P41221; P42231; Q2V897; P14099","WNT5A_HUMAN; STA5A_SHEEP; TLR2_BOSTR; PDE2A_BOVIN","Protein Wnt-5a; Signal transducer and activator of transcription 5A (Mammary gland factor); Toll-like receptor 2 (CD antigen CD282); cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)","Day135"
"169","GO:0006288",0.0452810826769735,1,1,1,"base-excision repair, DNA ligation","BP","base-excision repair, DNA ligation","stress response","P","PGEN_.00g134810","P18887","XRCC1_HUMAN","DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)","Day135"
"170","GO:0060453",0.00501060004558658,1,2,2,"regulation of gastric acid secretion","BP","regulation of gastric acid secretion","transport","P","PGEN_.00g076930; PGEN_.00g065950","P70057; O73925","KCNQ1_XENLA; KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha xKvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1); Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)","Day135"
"171","GO:0007589",0.0105466893787707,0.999118524028873,3,9,"body fluid secretion","BP","body fluid secretion","transport","P","PGEN_.00g164020; PGEN_.00g290440; PGEN_.00g148340","P16066; Q91V41; P16066","ANPRA_HUMAN; RAB14_MOUSE; ANPRA_HUMAN","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Ras-related protein Rab-14; Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)","Day135"
"172","GO:0015810",0.0156927203582945,0.999428881992,2,4,"aspartate transmembrane transport","BP","aspartate transport","transport","P","PGEN_.00g104460; PGEN_.00g143030","Q9UJS0; Q9Z0Z5","CMC2_HUMAN; S13A3_RAT","Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13); Solute carrier family 13 member 3 (Na(+)/dicarboxylate cotransporter 3) (NaDC-3) (rNaDC3) (Sodium-dependent high-affinity dicarboxylate transporter 2)","Day135"
"173","GO:0043271",0.0353673317907653,0.997495631574361,2,6,"negative regulation of ion transport","BP","negative regulation of ion transport","transport","P","PGEN_.00g159920; PGEN_.00g207910","P24587; Q8IPH9","AKAP5_RAT; SLOB_DROME","A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 150 kDa) (AKAP 150) (P150) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein); Slowpoke-binding protein","Day135"
"174","GO:0007303",0.0376802893992253,0.998413301918726,2,3,"cytoplasmic transport, nurse cell to oocyte","BP","cytoplasmic transport, nurse cell to oocyte","transport","P","PGEN_.00g279870; PGEN_.00g226840","P00522; Q9VEN1","ABL_DROME; FLNA_DROME","Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson); Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)","Day135"
"175","GO:0043328",0.0404984098526356,1,1,1,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP","protein targeting to vacuole during ubiquitin-dependent protein catabolic process via the MVB pathway","transport","P","PGEN_.00g024960","Q6BK42","DDI1_DEBHA","DNA damage-inducible protein 1 (EC 3.4.23.-)","Day135"
"176","GO:0086009",0.00501060004558658,1,2,2,"membrane repolarization","BP",NA,NA,NA,"PGEN_.00g076930; PGEN_.00g065950","P70057; O73925","KCNQ1_XENLA; KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha xKvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1); Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)","Day135"
"177","GO:1902474",0.0055334493625647,1,2,2,"positive regulation of protein localization to synapse","BP",NA,NA,NA,"PGEN_.00g204470; PGEN_.00g009140","P41221; Q8BYM5","WNT5A_HUMAN; NLGN3_MOUSE","Protein Wnt-5a; Neuroligin-3 (Gliotactin homolog)","Day135"
"178","GO:0071404",0.0084310043425783,0.999842889827754,2,3,"cellular response to low-density lipoprotein particle stimulus","BP",NA,NA,NA,"PGEN_.00g282120; PGEN_.00g275360","O15118; Q9GLP0","NPC1_HUMAN; ITB1_PIG","NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein); Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29)","Day135"
"179","GO:0110025",0.00985167051075087,0.999720014037801,2,4,"DNA strand resection involved in replication fork processing","BP",NA,NA,NA,"PGEN_.00g041570; PGEN_.00g022920","Q9JIM0; Q502K2","MRE11_RAT; SAMH1_DANRE","Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A); Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)","Day135"
"180","GO:0072160",0.0104379417945889,0.99978216979177,2,3,"nephron tubule epithelial cell differentiation","BP",NA,NA,NA,"PGEN_.00g171350; PGEN_.00g171340","Q8R1S4; O43312","MTSS1_MOUSE; MTSS1_HUMAN","Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein); Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)","Day135"
"181","GO:0090051",0.0148295789217842,0.999476379347083,2,4,"negative regulation of cell migration involved in sprouting angiogenesis","BP",NA,NA,NA,"PGEN_.00g098500; PGEN_.00g242340","Q923Q2; Q01705","STA13_MOUSE; NOTC1_MOUSE","StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13); Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","Day135"
"182","GO:0071498",0.0170317474638732,0.999352331049867,2,4,"cellular response to fluid shear stress","BP",NA,NA,NA,"PGEN_.00g171350; PGEN_.00g171340","Q8R1S4; O43312","MTSS1_MOUSE; MTSS1_HUMAN","Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein); Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)","Day135"
"183","GO:0061333",0.0170352851856541,0.999352124268497,2,4,"renal tubule morphogenesis","BP",NA,NA,NA,"PGEN_.00g171350; PGEN_.00g171340","Q8R1S4; O43312","MTSS1_MOUSE; MTSS1_HUMAN","Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein); Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)","Day135"
"184","GO:2001013",0.0170386278053801,0.999351928869213,2,4,"epithelial cell proliferation involved in renal tubule morphogenesis","BP",NA,NA,NA,"PGEN_.00g171350; PGEN_.00g171340","Q8R1S4; O43312","MTSS1_MOUSE; MTSS1_HUMAN","Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein); Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)","Day135"
"185","GO:0070989",0.0175057059222698,0.99921902838662,2,5,"oxidative demethylation","BP",NA,NA,NA,"PGEN_.00g020710; PGEN_.00g131030","Q13686; Q9NXW9","ALKB1_HUMAN; ALKB4_HUMAN","Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-); Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)","Day135"
"186","GO:0071872",0.0187539156346223,0.999463627894263,2,3,"cellular response to epinephrine stimulus","BP",NA,NA,NA,"PGEN_.00g277910; PGEN_.00g007340","Q61165; Q08499","SL9A1_MOUSE; PDE4D_HUMAN","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)","Day135"
"187","GO:0072102",0.0189138180300893,0.999239031718118,2,4,"glomerulus morphogenesis","BP",NA,NA,NA,"PGEN_.00g171350; PGEN_.00g171340","Q8R1S4; O43312","MTSS1_MOUSE; MTSS1_HUMAN","Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein); Protein MTSS 1 (Metastasis suppressor YGL-1) (Metastasis suppressor protein 1) (Missing in metastasis protein)","Day135"
"188","GO:0035666",0.0196267653318683,0.999424575368672,2,3,"TRIF-dependent toll-like receptor signaling pathway","BP",NA,NA,NA,"PGEN_.00g220380; PGEN_.00g272660","Q9UHD2; Q13490","TBK1_HUMAN; BIRC2_HUMAN","Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1); Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)","Day135"
"189","GO:0098719",0.0253398722835865,0.998805140678417,2,4,"sodium ion import across plasma membrane","BP",NA,NA,NA,"PGEN_.00g277910; PGEN_.00g252700","Q61165; Q9ESQ5","SL9A1_MOUSE; TRPM4_RAT","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"190","GO:0003429",0.0308345757633162,0.995741419323083,3,13,"growth plate cartilage chondrocyte morphogenesis","BP",NA,NA,NA,"PGEN_.00g198010; PGEN_.00g127990; PGEN_.00g034040","P05099; Q60847; O89029","MATN1_CHICK; COCA1_MOUSE; MATN4_MOUSE","Cartilage matrix protein (Matrilin-1); Collagen alpha-1(XII) chain; Matrilin-4 (MAT-4)","Day135"
"191","GO:0035815",0.0346869470667675,0.997569868284598,2,6,"positive regulation of renal sodium excretion","BP",NA,NA,NA,"PGEN_.00g164020; PGEN_.00g148340","P16066; P16066","ANPRA_HUMAN; ANPRA_HUMAN","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)","Day135"
"192","GO:0070886",0.0355454247209809,0.997476064977317,2,6,"positive regulation of calcineurin-NFAT signaling cascade","BP",NA,NA,NA,"PGEN_.00g277910; PGEN_.00g159920","Q61165; P24587","SL9A1_MOUSE; AKAP5_RAT","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 150 kDa) (AKAP 150) (P150) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein)","Day135"
"193","GO:1904179",0.0374972306473755,0.997469194649379,2,5,"positive regulation of adipose tissue development","BP",NA,NA,NA,"PGEN_.00g252700; PGEN_.00g116670","Q9ESQ5; O88307","TRPM4_RAT; SORL_MOUSE","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2); Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)","Day135"
"194","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP",NA,NA,NA,"PGEN_.00g204470; PGEN_.00g111560; PGEN_.00g242340; PGEN_.00g072570; PGEN_.00g190430; PGEN_.00g010620","P41221; Q90Z05; Q01705; O95835; O75096; O75581","WNT5A_HUMAN; VNG2B_XENLA; NOTC1_MOUSE; LATS1_HUMAN; LRP4_HUMAN; LRP6_HUMAN","Protein Wnt-5a; Vang-like protein 2-B (Protein strabismus-B) (Van Gogh-like protein 2-B) (Xstrabismus-B) (Xstbm-B); Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]; Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts); Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7); Low-density lipoprotein receptor-related protein 6 (LRP-6)","Day135"
"195","GO:1905062",0.0404984098526356,1,1,1,"positive regulation of cardioblast proliferation","BP",NA,NA,NA,"PGEN_.00g199570","Q9VVI3","NEDD4_DROME","E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)","Day135"
"196","GO:1905306",0.0404984098526356,1,1,1,"positive regulation of cardiac myofibril assembly","BP",NA,NA,NA,"PGEN_.00g199570","Q9VVI3","NEDD4_DROME","E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)","Day135"
"197","GO:0036090",0.0405041392818006,1,1,1,"cleavage furrow ingression","BP",NA,NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)","Day135"
"198","GO:1904457",0.0405046097607482,1,1,1,"positive regulation of neuronal action potential","BP",NA,NA,NA,"PGEN_.00g268760","Q9EQZ6","RPGF4_MOUSE","Rap guanine nucleotide exchange factor 4 (Exchange factor directly activated by cAMP 2) (Exchange protein directly activated by cAMP 2) (EPAC 2) (cAMP-dependent Rap1 guanine-nucleotide exchange factor) (cAMP-regulated guanine nucleotide exchange factor II) (cAMP-GEFII)","Day135"
"199","GO:0036494",0.0405324835668282,1,1,1,"positive regulation of translation initiation in response to endoplasmic reticulum stress","BP",NA,NA,NA,"PGEN_.00g236120","Q27968","DNJC3_BOVIN","DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)","Day135"
"200","GO:0035513",0.0406329669916711,1,1,1,"oxidative RNA demethylation","BP",NA,NA,NA,"PGEN_.00g020710","Q13686","ALKB1_HUMAN","Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)","Day135"
"201","GO:1990983",0.0406329669916711,1,1,1,"tRNA demethylation","BP",NA,NA,NA,"PGEN_.00g020710","Q13686","ALKB1_HUMAN","Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)","Day135"
"202","GO:0097552",0.0406383028511765,1,1,1,"mitochondrial double-strand break repair via homologous recombination","BP",NA,NA,NA,"PGEN_.00g041570","Q9JIM0","MRE11_RAT","Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)","Day135"
"203","GO:0086045",0.0408633397187489,1,1,1,"membrane depolarization during AV node cell action potential","BP",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"204","GO:0086047",0.0408633397187489,1,1,1,"membrane depolarization during Purkinje myocyte cell action potential","BP",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"205","GO:0086048",0.0408633397187489,1,1,1,"membrane depolarization during bundle of His cell action potential","BP",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"206","GO:1903949",0.0408633397187489,1,1,1,"positive regulation of atrial cardiac muscle cell action potential","BP",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"207","GO:1904199",0.0408633397187489,1,1,1,"positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization","BP",NA,NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)","Day135"
"208","GO:1904667",0.0411026680656411,1,1,1,"negative regulation of ubiquitin protein ligase activity","BP",NA,NA,NA,"PGEN_.00g037350","Q13257","MD2L1_HUMAN","Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1)","Day135"
"209","GO:0097498",0.0415390610300053,1,1,1,"endothelial tube lumen extension","BP",NA,NA,NA,"PGEN_.00g098500","Q923Q2","STA13_MOUSE","StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)","Day135"
"210","GO:0071635",0.0417375463199372,1,1,1,"negative regulation of transforming growth factor beta production","BP",NA,NA,NA,"PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)","Day135"
"211","GO:1901299",0.0417375463199372,1,1,1,"negative regulation of hydrogen peroxide-mediated programmed cell death","BP",NA,NA,NA,"PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)","Day135"
"212","GO:0061344",0.0419837999983979,1,1,1,"regulation of cell adhesion involved in heart morphogenesis","BP",NA,NA,NA,"PGEN_.00g242340","Q01705","NOTC1_MOUSE","Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","Day135"
"213","GO:1901189",0.0419837999983979,1,1,1,"positive regulation of ephrin receptor signaling pathway","BP",NA,NA,NA,"PGEN_.00g242340","Q01705","NOTC1_MOUSE","Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","Day135"
"214","GO:1902231",0.0423388212998404,1,1,1,"positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP",NA,NA,NA,"PGEN_.00g132060","Q99638","RAD9A_HUMAN","Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)","Day135"
"215","GO:2000805",0.0432367773044353,1,1,1,"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled","BP",NA,NA,NA,"PGEN_.00g076500","Q9UPN6","SCAF8_HUMAN","SR-related and CTD-associated factor 8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16)","Day135"
"216","GO:2001280",0.0435849774475907,1,1,1,"positive regulation of unsaturated fatty acid biosynthetic process","BP",NA,NA,NA,"PGEN_.00g205480","Q9QY44","ABCD2_RAT","ATP-binding cassette sub-family D member 2 (Adrenoleukodystrophy-related protein)","Day135"
